year;month;day;level_3;air_time;arr_delay;arr_time;carrier;dep_delay;dep_time;dest;distance;flight;hour;minute;origin;sched_arr_time;sched_dep_time;tailnum;time_hour
2013;1;1;108;38.0;-22.0;903.0;AA;-7.0;803.0;BOS;187;1838;8;10;JFK;925;810;N3GEAA;2013-01-01 08:00:00
2013;1;1;80;254.0;7.0;959.0;UA;-3.0;727.0;DEN;1605;1162;7;30;EWR;952;730;N37462;2013-01-01 07:00:00
2013;1;1;169;161.0;8.0;1211.0;UA;0.0;900.0;FLL;1065;1170;9;0;EWR;1203;900;N19130;2013-01-01 09:00:00
2013;1;1;555;42.0;-8.0;1747.0;B6;-3.0;1636.0;BOS;200;1176;16;39;EWR;1755;1639;N190JB;2013-01-01 16:00:00
2013;1;1;603;357.0;3.0;2043.0;AA;2.0;1727.0;SAN;2446;145;17;25;JFK;2040;1725;N377AA;2013-01-01 17:00:00
2013;1;1;766;150.0;50.0;2319.0;B6;56.0;2026.0;PBI;1028;39;19;30;JFK;2229;1930;N558JB;2013-01-01 19:00:00
2013;1;2;1405;79.0;9.0;1743.0;UA;-1.0;1543.0;CLE;419;317;15;44;LGA;1734;1544;N452UA;2013-01-02 15:00:00
2013;1;2;1312;165.0;4.0;1624.0;MQ;0.0;1420.0;MSP;1020;4588;14;20;LGA;1620;1420;N509MQ;2013-01-02 14:00:00
2013;1;2;1268;340.0;-2.0;1634.0;UA;-2.0;1318.0;LAX;2454;1425;13;20;EWR;1636;1320;N12125;2013-01-02 13:00:00
2013;1;2;1729;92.0;8.0;2258.0;MQ;0.0;2100.0;CLT;544;4584;21;0;LGA;2250;2100;N518MQ;2013-01-02 21:00:00
2013;1;2;867;82.0;-17.0;748.0;MQ;-5.0;600.0;DTW;502;4401;6;5;LGA;805;605;N713MQ;2013-01-02 06:00:00
2013;1;2;1544;121.0;9.0;1934.0;WN;-5.0;1750.0;MDW;725;1186;17;55;LGA;1925;1755;N8316H;2013-01-02 17:00:00
2013;1;2;1473;142.0;10.0;1931.0;UA;18.0;1643.0;MCO;937;1641;16;25;EWR;1921;1625;N14106;2013-01-02 16:00:00
2013;1;2;1088;308.0;-16.0;1209.0;VX;-4.0;926.0;LAS;2248;251;9;30;JFK;1225;930;N838VA;2013-01-02 09:00:00
2013;1;2;1712;126.0;-15.0;2210.0;AA;-4.0;2041.0;ORD;733;371;20;45;LGA;2225;2045;N487AA;2013-01-02 20:00:00
2013;1;2;1614;53.0;8.0;2024.0;EV;-6.0;1854.0;IAD;228;5714;19;0;JFK;2016;1900;N836AS;2013-01-02 19:00:00
2013;1;2;1554;127.0;12.0;2055.0;DL;0.0;1800.0;ATL;762;1047;18;0;LGA;2043;1800;N900PC;2013-01-02 18:00:00
2013;1;2;1282;148.0;5.0;1631.0;B6;-2.0;1338.0;MCO;937;525;13;40;EWR;1626;1340;N187JB;2013-01-02 13:00:00
2013;1;2;1423;130.0;26.0;1846.0;FL;-2.0;1558.0;ATL;762;620;16;0;LGA;1820;1600;N977AT;2013-01-02 16:00:00
2013;1;2;1201;348.0;-20.0;1509.0;DL;-4.0;1156.0;LAX;2475;863;12;0;JFK;1529;1200;N624AG;2013-01-02 12:00:00
2013;1;2;1227;106.0;6.0;1430.0;EV;-1.0;1228.0;DAY;533;4640;12;29;EWR;1424;1229;N13988;2013-01-02 12:00:00
2013;1;2;1496;233.0;-12.0;1927.0;UA;12.0;1712.0;DEN;1620;509;17;0;LGA;1939;1700;N578UA;2013-01-02 17:00:00
2013;1;2;1737;132.0;29.0;2345.0;EV;16.0;2115.0;SDF;642;4088;20;59;EWR;2316;2059;N11551;2013-01-02 20:00:00
2013;1;2;1775;195.0;-18.0;427.0;B6;-8.0;2351.0;PSE;1617;739;23;59;JFK;445;2359;N657JB;2013-01-02 23:00:00
2013;1;2;1131;225.0;0.0;1330.0;AA;3.0;1023.0;DFW;1389;731;10;20;LGA;1330;1020;N3DFAA;2013-01-02 10:00:00
2013;1;2;846;156.0;-19.0;831.0;AA;-5.0;535.0;MIA;1089;1141;5;40;JFK;850;540;N621AA;2013-01-02 05:00:00
2013;1;2;1437;126.0;10.0;1851.0;DL;6.0;1605.0;ATL;762;847;15;59;LGA;1841;1559;N956DL;2013-01-02 15:00:00
2013;1;2;1191;128.0;3.0;1411.0;DL;-4.0;1141.0;ATL;746;401;11;45;EWR;1408;1145;N325NB;2013-01-02 11:00:00
2013;1;2;1657;341.0;0.0;2301.0;DL;37.0;1937.0;SFO;2586;853;19;0;JFK;2301;1900;N723TW;2013-01-02 19:00:00
2013;1;2;876;158.0;15.0;909.0;B6;9.0;609.0;FLL;1065;507;6;0;EWR;854;600;N630JB;2013-01-02 06:00:00
2013;1;2;1541;43.0;-13.0;1904.0;B6;-11.0;1749.0;BOS;187;1016;18;0;JFK;1917;1800;N206JB;2013-01-02 18:00:00
2013;1;2;1511;156.0;-18.0;2031.0;AA;-2.0;1727.0;MIA;1089;543;17;29;JFK;2049;1729;N371AA;2013-01-02 17:00:00
2013;1;2;1411;277.0;1.0;1926.0;DL;0.0;1550.0;SLC;1990;1773;15;50;JFK;1925;1550;N633DL;2013-01-02 15:00:00
2013;1;2;1678;250.0;84.0;2330.0;EV;32.0;2001.0;TUL;1215;4333;19;29;EWR;2206;1929;N14204;2013-01-02 19:00:00
2013;1;2;1736;304.0;-31.0;2346.0;DL;3.0;2113.0;LAS;2248;1627;21;10;JFK;17;2110;N3743H;2013-01-02 21:00:00
2013;1;2;1342;177.0;28.0;1715.0;EV;-3.0;1456.0;STL;872;3806;14;59;EWR;1647;1459;N11548;2013-01-02 14:00:00
2013;1;2;1121;326.0;-7.0;1251.0;B6;19.0;1004.0;LAX;2475;679;9;45;JFK;1258;945;N706JB;2013-01-02 09:00:00
2013;1;2;1249;126.0;8.0;1545.0;DL;-6.0;1254.0;ATL;762;781;13;0;LGA;1537;1300;N618DL;2013-01-02 13:00:00
2013;1;2;1413;47.0;2.0;1727.0;EV;-8.0;1552.0;ROC;254;4922;16;0;LGA;1725;1600;N371CA;2013-01-02 16:00:00
2013;1;2;1258;84.0;-2.0;1448.0;MQ;-2.0;1258.0;CMH;479;4426;13;0;LGA;1450;1300;N723MQ;2013-01-02 13:00:00
2013;1;2;1717;116.0;82.0;2302.0;EV;75.0;2045.0;TYS;631;4361;19;30;EWR;2140;1930;N14993;2013-01-02 19:00:00
2013;1;2;1488;334.0;22.0;2026.0;B6;13.0;1703.0;SAN;2446;185;16;50;JFK;2004;1650;N559JB;2013-01-02 16:00:00
2013;1;2;1471;58.0;96.0;1757.0;EV;98.0;1642.0;PWM;284;4390;15;4;EWR;1621;1504;N15555;2013-01-02 15:00:00
2013;1;2;1453;166.0;-5.0;1836.0;9E;14.0;1619.0;MEM;964;3384;16;5;JFK;1841;1605;N600LR;2013-01-02 16:00:00
2013;1;2;1225;48.0;15.0;1329.0;EV;15.0;1222.0;BTV;266;4347;12;7;EWR;1314;1207;N14972;2013-01-02 12:00:00
2013;1;2;1383;49.0;14.0;1650.0;9E;27.0;1527.0;SYR;209;3843;15;0;JFK;1636;1500;N829AY;2013-01-02 15:00:00
2013;1;2;1555;64.0;49.0;1932.0;9E;66.0;1801.0;PIT;340;3925;16;55;JFK;1843;1655;N839AY;2013-01-02 16:00:00
2013;1;2;958;351.0;5.0;1105.0;AA;2.0;732.0;LAX;2475;33;7;30;JFK;1100;730;N322AA;2013-01-02 07:00:00
2013;1;2;1650;;;2359.0;9E;-3.0;1927.0;SAT;1587;3401;19;30;JFK;2306;1930;N908XJ;2013-01-02 19:00:00
2013;1;2;926;162.0;6.0;1013.0;B6;-4.0;656.0;FLL;1069;981;7;0;JFK;1007;700;N656JB;2013-01-02 07:00:00
2013;1;2;924;162.0;-4.0;1005.0;DL;-5.0;655.0;PBI;1035;1383;7;0;LGA;1009;700;N378NW;2013-01-02 07:00:00
2013;1;2;1127;310.0;-17.0;1250.0;DL;0.0;1015.0;LAS;2248;1529;10;15;JFK;1307;1015;N3758Y;2013-01-02 10:00:00
2013;1;2;1311;341.0;-27.0;1736.0;UA;-13.0;1416.0;SFO;2586;257;14;29;JFK;1803;1429;N518UA;2013-01-02 14:00:00
2013;1;2;1662;91.0;20.0;2156.0;9E;5.0;1940.0;CLE;425;3899;19;35;JFK;2136;1935;N8908D;2013-01-02 19:00:00
2013;1;2;1600;163.0;-10.0;2050.0;MQ;-11.0;1844.0;MSP;1020;4649;18;55;LGA;2100;1855;N6EAMQ;2013-01-02 18:00:00
2013;1;2;1149;111.0;-6.0;1156.0;UA;13.0;1043.0;ORD;719;375;10;30;EWR;1202;1030;N811UA;2013-01-02 10:00:00
2013;1;2;842;189.0;36.0;518.0;B6;43.0;42.0;SJU;1598;707;23;59;JFK;442;2359;N580JB;2013-01-02 23:00:00
2013;1;2;1665;48.0;68.0;2048.0;EV;80.0;1943.0;PWM;284;4326;18;23;EWR;1940;1823;N11547;2013-01-02 18:00:00
2013;1;2;1671;300.0;34.0;2227.0;B6;53.0;1952.0;LAS;2248;711;18;59;JFK;2153;1859;N746JB;2013-01-02 18:00:00
2013;1;2;1161;314.0;-26.0;1334.0;UA;-4.0;1056.0;LAS;2227;1605;11;0;EWR;1400;1100;N11206;2013-01-02 11:00:00
2013;1;2;1029;47.0;-16.0;938.0;EV;-2.0;829.0;ROC;246;4138;8;31;EWR;954;831;N13988;2013-01-02 08:00:00
2013;1;2;1173;167.0;17.0;1437.0;DL;12.0;1111.0;MIA;1096;2071;10;59;LGA;1420;1059;N370NW;2013-01-02 10:00:00
2013;1;2;1212;75.0;10.0;1340.0;MQ;27.0;1202.0;CLE;419;4553;11;35;LGA;1330;1135;N734MQ;2013-01-02 11:00:00
2013;1;2;1204;35.0;-19.0;1247.0;B6;-2.0;1158.0;BOS;200;1174;12;0;EWR;1306;1200;N216JB;2013-01-02 12:00:00
2013;1;2;1713;139.0;4.0;2318.0;B6;1.0;2041.0;JAX;828;619;20;40;JFK;2314;2040;N203JB;2013-01-02 20:00:00
2013;1;2;1299;323.0;-34.0;1635.0;B6;-3.0;1352.0;SEA;2422;83;13;55;JFK;1709;1355;N712JB;2013-01-02 13:00:00
2013;1;2;1055;310.0;-57.0;1130.0;DL;-3.0;857.0;LAX;2475;120;9;0;JFK;1227;900;N710TW;2013-01-02 09:00:00
2013;1;2;1441;41.0;67.0;1710.0;EV;76.0;1609.0;DCA;199;4372;14;53;EWR;1603;1453;N11547;2013-01-02 14:00:00
2013;1;2;1485;331.0;36.0;2031.0;AA;1.0;1701.0;LAS;2248;257;17;0;JFK;1955;1700;N3BTAA;2013-01-02 17:00:00
2013;1;2;1779;;;;EV;;;MHT;209;4434;13;55;EWR;1459;1355;N10575;2013-01-02 13:00:00
2013;1;2;1188;175.0;24.0;1449.0;B6;11.0;1134.0;FLL;1069;1;11;23;JFK;1425;1123;N506JB;2013-01-02 11:00:00
2013;1;2;1259;159.0;-4.0;1557.0;UA;-2.0;1258.0;MIA;1085;1186;13;0;EWR;1601;1300;N13248;2013-01-02 13:00:00
2013;1;2;1333;81.0;-8.0;1637.0;MQ;0.0;1450.0;CLE;425;4172;14;50;JFK;1645;1450;N601MQ;2013-01-02 14:00:00
2013;1;2;886;138.0;43.0;908.0;MQ;24.0;624.0;ATL;762;4650;6;0;LGA;825;600;N513MQ;2013-01-02 06:00:00
2013;1;2;921;144.0;-4.0;955.0;AA;-4.0;655.0;MCO;944;1815;6;59;JFK;959;659;N5EUAA;2013-01-02 06:00:00
2013;1;2;1605;349.0;18.0;2208.0;AA;28.0;1848.0;LAX;2454;119;18;20;EWR;2150;1820;N3DNAA;2013-01-02 18:00:00
2013;1;2;1724;146.0;20.0;2343.0;B6;14.0;2054.0;MCO;937;227;20;40;EWR;2323;2040;N292JB;2013-01-02 20:00:00
2013;1;2;1763;191.0;-15.0;300.0;B6;-4.0;2225.0;SJU;1598;713;22;29;JFK;315;2229;N639JB;2013-01-02 22:00:00
2013;1;2;1086;88.0;16.0;1124.0;B6;5.0;925.0;RDU;427;1103;9;20;JFK;1108;920;N239JB;2013-01-02 09:00:00
2013;1;2;1122;243.0;-2.0;1235.0;UA;1.0;1004.0;DEN;1605;1625;10;3;EWR;1237;1003;N33289;2013-01-02 10:00:00
2013;1;2;1414;305.0;-29.0;1853.0;DL;2.0;1552.0;PDX;2454;667;15;50;JFK;1922;1550;N371DA;2013-01-02 15:00:00
2013;1;2;1515;48.0;131.0;1843.0;EV;133.0;1728.0;IAD;212;4133;15;15;EWR;1632;1515;N13975;2013-01-02 15:00:00
2013;1;2;1111;49.0;-20.0;1108.0;EV;-7.0;954.0;IAD;229;5736;10;1;LGA;1128;1001;N825AS;2013-01-02 10:00:00
2013;1;2;1520;328.0;-21.0;2039.0;UA;1.0;1730.0;SFO;2586;512;17;29;JFK;2100;1729;N502UA;2013-01-02 17:00:00
2013;1;2;1217;148.0;5.0;1457.0;UA;10.0;1206.0;MCO;937;1037;11;56;EWR;1452;1156;N17105;2013-01-02 11:00:00
2013;1;2;1124;111.0;14.0;1228.0;US;-5.0;1010.0;CLT;541;1441;10;15;JFK;1214;1015;N702UW;2013-01-02 10:00:00
2013;1;2;1725;148.0;6.0;2349.0;B6;-6.0;2054.0;MCO;950;399;21;0;LGA;2343;2100;N613JB;2013-01-02 21:00:00
2013;1;2;1653;150.0;102.0;2227.0;B6;103.0;1933.0;MCO;937;527;17;50;EWR;2045;1750;N632JB;2013-01-02 17:00:00
2013;1;2;1262;40.0;-6.0;1358.0;B6;2.0;1301.0;BOS;187;1006;12;59;JFK;1404;1259;N306JB;2013-01-02 12:00:00
2013;1;2;848;184.0;-23.0;959.0;B6;-6.0;539.0;BQN;1576;725;5;45;JFK;1022;545;N624JB;2013-01-02 05:00:00
2013;1;2;1504;125.0;6.0;1921.0;AA;-1.0;1719.0;ORD;740;1351;17;20;JFK;1915;1720;N3CWAA;2013-01-02 17:00:00
2013;1;2;1677;81.0;-18.0;2153.0;DL;-1.0;1959.0;DTW;502;2131;20;0;LGA;2211;2000;N369NB;2013-01-02 20:00:00
2013;1;2;1176;270.0;54.0;1434.0;UA;13.0;1123.0;DEN;1620;1477;11;10;LGA;1340;1110;N76529;2013-01-02 11:00:00
2013;1;2;1691;69.0;8.0;2203.0;FL;-6.0;2024.0;CAK;397;354;20;30;LGA;2155;2030;N929AT;2013-01-02 20:00:00
2013;1;2;1323;87.0;6.0;1618.0;UA;-4.0;1431.0;CLE;404;1184;14;35;EWR;1612;1435;N38443;2013-01-02 14:00:00
2013;1;2;1334;93.0;-10.0;1707.0;9E;-4.0;1451.0;CLT;541;3793;14;55;JFK;1717;1455;N812AY;2013-01-02 14:00:00
2013;1;2;942;125.0;4.0;945.0;DL;12.0;712.0;ATL;762;1547;7;0;LGA;941;700;N541US;2013-01-02 07:00:00
2013;1;2;1244;226.0;5.0;1555.0;AA;4.0;1249.0;DFW;1389;745;12;45;LGA;1550;1245;N3FBAA;2013-01-02 12:00:00
2013;1;2;1519;226.0;19.0;2040.0;UA;9.0;1729.0;IAH;1400;1125;17;20;EWR;2021;1720;N34131;2013-01-02 17:00:00
2013;1;2;999;71.0;2.0;950.0;B6;-1.0;809.0;PIT;340;1051;8;10;JFK;948;810;N304JB;2013-01-02 08:00:00
2013;1;3;2637;125.0;285.0;2239.0;9E;291.0;2056.0;BNA;765;3459;16;5;JFK;1754;1605;N928XJ;2013-01-03 16:00:00
2013;1;3;2062;96.0;-2.0;1212.0;US;-5.0;1010.0;CLT;541;1441;10;15;JFK;1214;1015;N760US;2013-01-03 10:00:00
2013;1;3;2394;273.0;-53.0;1843.0;UA;1.0;1651.0;LAS;2227;733;16;50;EWR;1936;1650;N423UA;2013-01-03 16:00:00
2013;1;3;2617;101.0;105.0;2235.0;EV;108.0;2033.0;GRR;605;4227;18;45;EWR;2050;1845;N13994;2013-01-03 18:00:00
